market_id,classifier_label,tag_slug,question,z1,z2
616912,Business,business,Will 10 Fed rate cuts happen in 2026?,1.2308224663864711e-05,-2.4569116977040225e-05
616913,Business,business,Will 11 Fed rate cuts happen in 2026?,1.2482354706981462e-05,-2.4226339478412505e-05
616914,Business,business,Will 12 or more Fed rate cuts happen in 2026?,1.1819097557064818e-05,-2.383541661685887e-05
618454,Crypto,crypto,Opensea FDV above $500M one day after launch?,-7.288493846882628e-05,4.796809472926594e-05
618455,Crypto,crypto,Opensea FDV above $1B one day after launch?,-4.8247898074435525e-05,2.443235310293804e-05
631140,Tech,tech,Will Anthropic have the best AI model at the end of June 2026?,-2.6654276772823802e-05,0.00011336401450511496
631144,Tech,tech,Will xAI have the best AI model at the end of June 2026?,8.820389541332147e-06,-2.0759313962047982e-05
631181,Business,business,Will NVIDIA be the largest company in the world by market cap on June 30?,-8.733974643047029e-05,0.00014548583093197762
631182,Business,business,Will Microsoft be the largest company in the world by market cap on June 30?,1.2002873745275482e-05,-2.289849880154706e-05
631183,Finance,finance,Will Apple be the largest company in the world by market cap on June 30?,1.0292419297747153e-05,-1.2507737862618115e-05
631184,Business,business,Will Alphabet be the largest company in the world by market cap on June 30?,-4.976072171172759e-07,-2.95672384888203e-06
631185,Business,business,Will Tesla be the largest company in the world by market cap on June 30?,1.205118640604271e-05,-2.3869050436742447e-05
631186,Business,business,Will Saudi Aramco be the largest company in the world by market cap on June 30?,1.2362125169920032e-05,-2.3938004179961932e-05
631187,Business,business,Will Amazon be the largest company in the world by market cap on June 30?,1.238359807659288e-05,-2.377762065346883e-05
637002,Geopolitics,geopolitics,Will Donald Trump win the Nobel Peace Prize in 2026?,1.3255852657129822e-05,-1.0471022150211294e-05
657287,Crypto,crypto,Will MetaMask launch a token by June 30?,8.24166597382243e-06,-1.229094557790135e-05
663583,Geopolitics,geopolitics,Will the Iranian regime fall before 2027?,-2.065040729769251e-05,9.856514771970618e-06
664895,Crypto,crypto,"Will MetaMask launch a token by September 30, 2026?",-6.517465036812762e-05,3.2281067610510484e-05
665374,Geopolitics,geopolitics,Will the U.S. invade Iran before 2027?,-2.8891732568172314e-05,4.6068991473214185e-05
665531,Crypto,crypto,Metamask FDV above $700M one day after launch?,-4.5982174284309154e-05,2.7018764034517305e-05
666861,Geopolitics,geopolitics,Trump out as President before 2027?,-6.830760119579899e-06,1.027943746189987e-05
691340,Business,business,AI bubble burst in 2026?,1.2153094762454725e-05,-2.714888486524619e-05
692258,Business,business,"MicroStrategy sells any Bitcoin by June 30, 2026?",1.2860796876524047e-05,-1.8419883808498833e-05
694936,Business,business,Will Nebius Group be acquired before 2027?,-6.376838540239968e-06,4.987257047710194e-06
694937,Business,business,Will BP be acquired before 2027?,-5.074587942847061e-06,1.8985338516135362e-05
694938,Business,business,Will Viking Therapeutics be acquired before 2027?,-5.4335748613523975e-05,3.8209324912920685e-05
694939,Tech,tech,Will Ubisoft be acquired before 2027?,-1.1548842173971347e-05,4.158597503778755e-05
694940,Business,business,Will GitLab be acquired before 2027?,2.5987973203856502e-05,1.5890163332373358e-05
694941,Tech,tech,Will Pizza Hut be acquired before 2027?,-6.669998902063956e-05,5.6146347381111114e-05
700395,Business,business,Will Lovable be acquired before 2027?,-2.908531573963277e-05,1.1107251238915718e-05
700396,Business,business,Will Perplexity AI be acquired before 2027?,-3.2817785475862843e-06,4.004568855243972e-05
700398,Tech,tech,Will OpenAI be acquired before 2027?,1.3030379321196338e-05,-9.419161350797099e-06
701486,Crypto,crypto,"Will Bitcoin reach $200,000 by December 31, 2026?",1.4477890370384653e-05,-1.5360152442707456e-05
701491,Crypto,crypto,"Will Bitcoin reach $150,000 by December 31, 2026?",1.4063931814531193e-05,-5.36511581296749e-07
701493,Crypto,crypto,"Will Bitcoin reach $130,000 by December 31, 2026?",5.877223621311591e-06,3.6959385897259985e-06
701496,Crypto,crypto,"Will Bitcoin reach $100,000 by December 31, 2026?",-1.709770260383393e-05,4.3254233811657945e-05
701501,Crypto,crypto,"Will Bitcoin dip to $55,000 by December 31, 2026?",-1.6393287252514256e-05,0.0001129421623677879
701502,Crypto,crypto,"Will Bitcoin dip to $45,000 by December 31, 2026?",-5.210356902566252e-06,3.8467156584525154e-05
701503,Crypto,crypto,"Will Bitcoin dip to $35,000 by December 31, 2026?",-1.787809597834541e-05,1.7235796560971582e-05
703257,Pop culture,pop-culture,Will the US confirm that aliens exist before 2027?,-1.826750681078396e-05,1.912340850899591e-05
703258,Pop culture,pop-culture,Will Jesus Christ return before 2027?,9.549110139698946e-06,-1.6807344375764742e-05
821172,Crypto,crypto,"Will Base launch a token by June 30, 2026?",1.6391185674750642e-05,-1.5992016871593036e-05
842004,Pop culture,pop-culture,Will Albania win Eurovision 2026?,1.2332418930767216e-05,-2.4309888284577073e-05
842006,Pop culture,pop-culture,Will Austria win Eurovision 2026?,1.2858782160113471e-05,-2.3389549826534734e-05
842007,Pop culture,pop-culture,Will Azerbaijan win Eurovision 2026?,1.2961365951057072e-05,-2.4334075359702525e-05
842008,Pop culture,pop-culture,Will Belgium win Eurovision 2026?,1.2498151128275889e-05,-2.405464743867928e-05
842010,Pop culture,pop-culture,Will Croatia win Eurovision 2026?,1.1453271499320511e-05,-2.386631018009272e-05
842014,Pop culture,pop-culture,Will Estonia win Eurovision 2026?,1.2573799342011442e-05,-2.442092625618065e-05
842015,Pop culture,pop-culture,Will Finland win Eurovision 2026?,-3.533565813658301e-05,5.039058189235793e-05
842016,Pop culture,pop-culture,Will France win Eurovision 2026?,1.7420390020145565e-06,-1.8981750303781485e-06
842017,Pop culture,pop-culture,Will Georgia win Eurovision 2026?,1.2694629957770716e-05,-2.4812461788417478e-05
842018,Pop culture,pop-culture,Will Germany win Eurovision 2026?,1.233504701939135e-05,-2.3989673505253775e-05
842021,Pop culture,pop-culture,Will Italy win Eurovision 2026?,5.323952065794612e-06,-2.020204049310623e-05
842022,Pop culture,pop-culture,Will Latvia win Eurovision 2026?,1.2708829222101008e-05,-2.4374469633701876e-05
842023,Pop culture,pop-culture,Will Lithuania win Eurovision 2026?,1.2766138346799389e-05,-2.415862434662123e-05
842024,Pop culture,pop-culture,Will Luxembourg win Eurovision 2026?,1.2493078644956126e-05,-2.4294924047171037e-05
842025,Pop culture,pop-culture,Will Malta win Eurovision 2026?,1.3278032730307999e-05,-2.025381979217953e-05
842026,Pop culture,pop-culture,Will Moldova win Eurovision 2026?,1.1972909893895738e-05,-2.33197362252229e-05
842027,Pop culture,pop-culture,Will Montenegro win Eurovision 2026?,1.2669267026871626e-05,-2.4636339545578956e-05
842028,Pop culture,pop-culture,Will Norway win Eurovision 2026?,1.222301360643385e-05,-2.3852896411704713e-05
842029,Pop culture,pop-culture,Will Poland win Eurovision 2026?,1.2732141554253875e-05,-2.4214628177412728e-05
842030,Pop culture,pop-culture,Will Portugal win Eurovision 2026?,1.2239730347133378e-05,-2.4589513654097678e-05
842032,Pop culture,pop-culture,Will San Marino win Eurovision 2026?,1.3026724811835038e-05,-2.4520993489121366e-05
842033,Pop culture,pop-culture,Will Serbia win Eurovision 2026?,1.2568513157577079e-05,-2.4053139997072923e-05
842035,Pop culture,pop-culture,Will Switzerland win Eurovision 2026?,1.2568513157577079e-05,-2.4053139997072923e-05
842037,Pop culture,pop-culture,Will United Kingdom win Eurovision 2026?,1.2501448264409398e-05,-2.4175088306521144e-05
842038,Pop culture,pop-culture,Will Armenia win Eurovision 2026?,1.2086597859709958e-05,-2.438485608830622e-05
842092,Tech,tech,Will SpaceX's market cap be greater than $1T at market close on IPO day?,-9.927496443138027e-05,0.00016308640641192536
842093,Tech,tech,"Will SpaceX not IPO by December 31, 2027?",5.928967948154019e-06,-1.7206805036938466e-05
929494,Tech,tech,Will SpaceX's public ticker be $SEX?,1.1554840870727878e-05,-2.651757709173901e-05
929496,Tech,tech,Will SpaceX's public ticker be $SPC?,1.1658977846252842e-05,-2.462537105698121e-05
929497,Tech,tech,Will SpaceX's public ticker be $STAR?,8.802129380767875e-06,-2.2172079774820244e-05
929498,Tech,tech,Will SpaceX's public ticker be $SPACE?,1.1453027764140584e-05,-2.1304674952723796e-05
948956,Crypto,crypto,"Bitcoin all time high by June 30, 2026?",3.653805230311634e-06,-1.578084039786173e-05
948958,Crypto,crypto,"Bitcoin all time high by December 31, 2026?",-9.628974709642499e-08,6.760661848168764e-06
956590,Geopolitics,geopolitics,"Will China invade Taiwan by June 30, 2026?",1.1701238803464865e-05,-2.0935947849740054e-05
958443,Geopolitics,geopolitics,Will the Iranian regime fall by June 30?,3.37262021661686e-06,-1.2894403427248116e-05
997488,Politics,politics,Will Trump acquire Greenland before 2027?,6.339330669829962e-08,-3.278620025916829e-07
